Model,Convolution,Base,Weights,Trial,Seed,Set,Noise,LI,Level,Loss,Accuracy
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,1,-0.1,6.499243259,0.44
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,2,-0.2,4.949364185,0.45
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,3,-0.3,3.998311758,0.45
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,4,-0.4,3.347729206,0.46
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,5,-0.5,2.958368778,0.53
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,6,-0.6,2.643872976,0.52
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,7,-0.7,2.403981686,0.51
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,8,-0.8,2.178021669,0.41
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,9,-0.9,2.320157051,0.29
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,10,-1,2.7391572,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,0,0,8.024962425,0.43
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,1,0.1,7.050901413,0.41
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,2,0.2,6.388929844,0.43
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,3,0.3,5.459135056,0.45
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,4,0.4,4.870092869,0.44
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,5,0.5,4.653811455,0.47
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,6,0.6,3.863333702,0.5
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,7,0.7,3.251610041,0.54
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,8,0.8,2.425707817,0.58
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,9,0.9,2.242739201,0.45
